appeal_id,title,content,publish_time,region_city,region_district,complained_unit,category,subcategory,root_cause,confidence,tags,qualitative_analysis,evidence_suggestion,llm_reason,llm_model,route,priority,matched_keywords,created_at
QZ26080321773,投诉：消防过度整改,诉求者反映晋江池店赤塘村因消防整改，整个村的工厂都被封了，整改完了还要挑毛病，未给整改时间直接贴封条，一刀切过度整改，望相关部门核实处理。,2026-08-03 19:27:31,泉州市,晋江市,晋江市池店镇人民政府,形式主义为基层减负,层层加码/一刀切,为了应付上级检查/考核/指标而增加一线无谓负担,0.9,"['消防整改', '一刀切', '过度整改']",该条目反映的是消防整改过程中，村工厂被一刀切地封停，且整改后仍被挑毛病，这可能是因为为了应付上级检查而增加了基层的负担。,建议调取消防整改的文件、工厂被封停的记录、整改后的检查记录等，以核实整改过程中的具体操作。,该条目反映的是消防整改过程中，村工厂被一刀切地封停，且整改后仍被挑毛病，这可能是因为为了应付上级检查而增加了基层的负担。,qwen2.5vl:7b,full,HIGH,[],2026-08-09 11:01:09.270850
FJ26080220115,福建省12345平台不到三月三换号，就是用“处理完毕”遮丑,"福建省12345平台不到三月三换号，就是用“处理完毕”遮丑

2026年3月14日22:33，再次收到1068423541212345。
不到三个月频繁换号，我问题没解决，你们就不断换号挡枪。
你们向来只用“处理完毕”三个字遮丑，却偷偷干着删地点、改内容、合并推诿的勾当。
向上一级机关说“已受理、已抄告、已合并”，实质是逃避责任、制造假流水。
就是不敢直面我没解决的事，更不敢删了内容再承认。
反而在后台不停换号、做假数据、隔离我。这种只盖章、不办事的做法，本身就是失职。别再装死，出来正面给个说法",2026-08-02 19:26:28,,,"福建省12345中心
福建省12345中心",形式主义为基层减负,台账留痕迎检,为了应付上级检查/考核/指标而增加一线无谓负担,0.9,"['12345平台', '弄虚作假']",该条目反映的是12345平台频繁换号，用“处理完毕”遮丑，实质是逃避责任、制造假流水。这表明为了应付上级检查/考核/指标而增加了基层的无谓负担。,建议调取12345平台的后台数据，查看换号记录、处理完毕记录等，以核实是否存在弄虚作假行为。,该条目反映的是平台为了应付上级检查而频繁换号，制造假流水，属于台账留痕迎检的典型形式主义。,qwen2.5vl:7b,full,HIGH,[],2026-08-09 10:46:28.589066
FZ26080220228,关于罗源县12345政务服务便民热线中心不履行督办职责、纵容承办部门以信访打包规避实质办理的投诉,"本人通过福州市12345平台反映涉及罗源县西外路改造项目相关问题。罗源县12345中心多次将新诉求不当归并、甚至越权代替承办单位直接答复，至今未作实质处理。
近日，罗源县土地收购储备中心向本人出具《告知书》（罗地储信访告知〔2026〕1号），将本人通过12345平台反映的所有诉求事项，统一打包归并为一个信访件（编号：罗源信来信〔2026〕15号）。

该《告知书》恰恰证明：承办部门至今未对本人提出的各项具体诉求作出任何实质性分别答复，而是以一份笼统的告知书将所有问题""一包了之""，实质上变相剥夺了本人通过12345渠道获得实质答复的合法权利。

更严重的是，罗源县12345平台作为督办机构，非但没有履行审核督办职责、纠正承办部门的错误做法，反而以此为由搪塞本人，助长了承办部门不实质办理、以信访件打包替代具体答复的违规行为。平台对此负有不可推卸的责任，其行为已构成行政不作为。

投诉请求：

1. 确认被投诉人未依法履行督办职责的行为违法；
2. 责令被投诉人依法履行督办职责，将本人诉求重新独立转派有权处理的职能部门办理；
3. 督促承办部门就本人各项具体诉求分别作出实质性书面答复，不得以信访打包方式替代；
4. 书面告知本人处理结果。

证据材料：

1. 罗源县土地收购储备中心出具的《告知书》（罗地储信访告知〔2026〕1号）
2. 12345平台相关诉求件归并及答复截图。

综上所述，请贵单位依法调查处理，并书面回复本人。
此件请福州市12345平台督办。

投诉人：欧钗俤
联系电话：18950226656
身份证号：35012319430318001×
日期：2026年8月2日",2026-08-02 08:28:53,福州市,罗源县,"罗源县12345中心
罗源县12345中心",形式主义为基层减负,台账/留痕/数据造假,为了应付上级检查/考核/指标而增加一线无谓负担,0.9,"['12345平台', '督办不力', '信访打包']",该条目反映的是罗源县12345政务服务便民热线中心在处理诉求时存在台账留痕和数据造假的问题，即通过将多个诉求打包归并为一个信访件，导致基层工作人员在处理具体诉求时负担增加。核心根因是为应付上级检查/考核/指标而增加一线无谓负担。,建议调取罗源县12345平台相关诉求件归并及答复的详细记录，以及罗源县土地收购储备中心出具的《告知书》等材料，以核实诉求打包归并的具体情况。,该条目反映的是通过将多个诉求打包归并为一个信访件，导致基层工作人员在处理具体诉求时负担增加，属于形式主义为基层增加负担。,qwen2.5vl:7b,full,HIGH,[],2026-08-09 10:43:22.818969
FZ26080122016,关于晋安区桂香苑一座2梯加梯，康山社区协调会违规投诉书,"康山社区于组织晋安区康山路桂香苑2梯加建电梯协调会，只是走形式，并未完全通知相关反对业主到位！未把开协调会真正的意义放在工作上，纯走形式！
第一，协调会时间通知不到位！通知了104业主周一下午（8月3号周一下午4点开协调会）。社区工作人员于7月31号（周五）致电103业主说下周一开协调会（并未说具体时间），103业主回复将协调会放在小区对面的旧社区会议室开，因为妻子怀孕月份大无法走到现新社区会议室，社区工作人员回复请示领导！后面社区便再无回复！第二，相关人员时间协调不到位，低层车库业主没空，提议退迟到8月10号之后，社区也无视其答复。第三，社区致电104业主说开协调会，提到你们低层的业主不来，视为弃权！什么叫视为弃权，我们低层业主递交的反对意见书，是提交的玩的吗？这不是协调，是挑起矛盾！分明自己工作职责通知协调不到位，反将因果推给百姓！
这样是要开协调会吗？不就是赤裸裸帮高层业主走形式，无视低层业主的合理权益，社区的职责又是什么？现只要求公平公正的对待这件事！
投诉康山社区工作不规范，不认真，同高层加梯业主侵犯低层业主权益！
康山社区这样的行为，真的很不尊重人！",2026-08-01 19:25:35,福州市,晋安区,福州市晋安区岳峰镇人民政府,形式主义为基层减负,会议文件泛滥/层层陪会,为了应付上级检查/考核/指标而增加一线无谓负担,0.9,"['会议文件泛滥', '层层陪会']",该条目反映的是社区在组织协调会时存在形式主义，未充分通知相关业主，导致协调会流于形式，增加了基层工作人员的负担。关键现象是社区工作不规范，未真正重视协调会的意义，导致基层负担增加。,建议调取社区组织协调会的相关会议记录、通知记录以及业主反馈记录，以核实社区是否真正通知了相关业主并听取他们的意见。,该条目反映的是社区在组织协调会时存在形式主义，未充分通知相关业主，导致协调会流于形式，增加了基层工作人员的负担。,qwen2.5vl:7b,full,HIGH,[],2026-08-09 10:23:16.344887
QZ26080120516,该门店存在违反劳动安全卫生规定的管理制度：,"该门店存在违反劳动安全卫生规定的管理制度：
 
​
1. 全体收银员上班期间强制全程站立，不允许坐下休息，没有配备休息座椅，长时间站立容易造成下肢、腰腿职业病隐患，未提供合理劳动保护条件。
​
2. 制度一刀切规定上班期间严禁购物。认可在岗应当专心工作，但建议区分在岗工作时段与合理休息时间，避免一刀切管理、随意处罚员工。
​
3. 要求所有管理人员、后勤人员手头工作做完后必须到现场，不允许留在办公室；如该安排导致无偿加班、侵占休息时间，请一并核查。
请求劳动监察上门核查劳动条件，督促门店整改，为收银员配备休息座椅、允许客流低谷短暂休息。",2026-08-01 12:10:32,泉州市,洛江区,"洛江区12345中心
洛江区12345中心",形式主义为基层减负,层层加码/一刀切,为了应付上级检查/考核/指标而增加一线无谓负担,0.9,"['层层加码', '一刀切']",该条目反映了一家门店存在违反劳动安全卫生规定的管理制度，如强制收银员全程站立、严禁购物等，这些规定可能为了应付上级检查而增加了基层员工的负担。,建议调取该门店的管理制度文件、员工工作日志、劳动监察部门的检查记录等，以核实是否存在为了应付上级检查而增加一线无谓负担的情况。,该条目反映了门店为了应付上级检查而采取了强制性规定，增加了基层员工的负担，符合核心判断逻辑。,qwen2.5vl:7b,full,HIGH,[],2026-08-09 10:27:45.575175
FJ26060820240,【实名举报 附铁证】福州12345篡改投诉数据、屏蔽市长姓名、伪造记录，严正追责,"问题分类：长期弄虚作假删除事件地点及内容严重腐败！
苏增添的下场忘了？拆迁推诿、过渡费拖欠，就是重蹈覆辙！

置顶留言：打卡福州市12345“虚假政绩风景区”！滤镜里是“为民服务”假象，实景是删诉求、瞒问题的猫腻现场！

本人持投诉原文与平台公示记录的对比铁证，实名举报福州12345平台相关人员擅自删改投诉内容、屏蔽督办领导姓名、伪造回复记录，行为已违反《政务服务热线管理办法》，要求立即核查并追责！
所有造假证据均已固定存档，同步抄送纪检监察部门，若仍拒不彻查追责，本人将持续向国家信访局、国务院“互联网+督查”平台升级举报，绝不姑息！福建省福州市12345市长热线平台",2026-06-08 21:09:18,,,"福州市12345中心
福州市12345中心",形式主义为基层减负,指尖形式主义,为了应付上级检查/考核/指标而增加一线无谓负担,0.9,"['指尖形式主义', '虚假政绩', '数据造假']",该条目反映的是福州12345平台篡改投诉数据、屏蔽领导姓名、伪造记录等行为，这些行为是为了应付上级检查而增加基层负担，属于形式主义为基层增加负担。,建议调取12345平台的后台数据记录、相关领导的谈话记录以及与平台工作人员的访谈，以核实篡改数据、屏蔽领导姓名等行为。,该条目内容涉及篡改投诉数据、伪造记录等行为，这些行为是为了应付上级检查而增加基层负担，属于形式主义为基层增加负担。,qwen2.5vl:7b,full,HIGH,[],2026-08-09 19:42:07.441329
FZ26060821678,鼓楼区文体局商务局违规乱摊派工作任务,鼓楼区文体局商务局打着区领导指示的幌子，违规向各街镇乱摊派拍摄视频片工作任务，基层不堪其扰，这种行为严重违反中央八项规定和为基层减负精神，请上级查处。,2026-06-08 13:54:22,福州市,鼓楼区,"福州市鼓楼区文化体育和旅游局
福州市鼓楼区商务局",形式主义为基层减负,层层加码/一刀切,为了应付上级检查/考核/指标而增加一线无谓负担,0.9,"['层层加码', '任务摊派']",该条目反映鼓楼区文体局商务局违规向各街镇摊派拍摄视频片工作任务，属于层层加码/一刀切的典型表现，增加了基层的负担。,建议调取相关文件、拍摄任务的分配记录、基层工作人员的访谈记录，以核实是否存在违规摊派任务的情况。,该条目明确指出基层被摊派拍摄视频片工作任务，属于层层加码/一刀切，增加了基层负担。,qwen2.5vl:7b,full,HIGH,[],2026-08-09 19:30:55.780482
PT26060820548,本人注意到：本事项在“办理部门为12345中心”的情况下，回复内容却完全来源于城厢公安分局，且未见12345平台对该回复进行任何独立审核或复核说明。  该处理方式实质上是将投诉事项直接交由被投诉单位自,"本人注意到：本事项在“办理部门为12345中心”的情况下，回复内容却完全来源于城厢公安分局，且未见12345平台对该回复进行任何独立审核或复核说明。

该处理方式实质上是将投诉事项直接交由被投诉单位自行认定并通过平台发布，导致“平台转办=原单位自我结论”的结果，已明显偏离12345平台应有的监督与协调职责。

同时，多次不同事项均出现内容高度一致的模板化回复，进一步说明平台未履行实质审查义务。

本人认为：  
该类处理方式已构成程序性不当，属于形式化履职，不能视为有效答复。

现要求：  
1. 明确说明12345平台在本事项中的审核过程；  
2. 提供是否进行独立复核的依据；  
3. 如未复核，请说明理由并移交上级督查机构处理。",2026-06-08 11:11:56,莆田市,城厢区,"城厢区12345中心
城厢区12345中心",形式主义为基层减负,台账/留痕/数据造假,为了应付上级检查/考核/指标而增加一线无谓负担,0.9,"['机关事务工作', '台账留痕', '数据造假']",该条目反映的是12345平台在处理投诉时存在模板化回复和未履行独立审核义务的问题，这可能表明为了应付上级检查或考核而增加了基层的负担。平台的这种处理方式可能导致基层干部在处理问题时缺乏独立思考和判断，增加了不必要的工作量。,建议调取12345平台的后台数据，查看是否存在模板化回复的记录；询问12345平台工作人员是否存在独立审核和复核流程；查看是否有上级督查机构的反馈和处理记录。,该条目反映的是平台在处理投诉时存在模板化回复和未履行独立审核义务的问题，这可能表明为了应付上级检查或考核而增加了基层的负担。,qwen2.5vl:7b,full,HIGH,[],2026-08-09 19:38:15.009454
FJ26060720129,举报福州市鼓楼区政府刘用全负责人信访数据造假、督办空转、堵截网上信访、失职渎职,"事件地点：数据造假罪加一等！福建省福州市鼓楼区政府（鼓楼区政府请收敛）知法犯法长期对我投诉件删除修改？


实名投诉：鼓楼区委书记刘用全纵容造假堵截信访通道
鼓楼区信访配合造假堵截，督办空转。恳请中纪委严查刘用全失管纵容造假，彻查堵截黑幕并严肃问责。

国信平台异常波及鼓楼区，暴露属地监管失控。
4月24日18:00至25日8:00公告维护。25日22:07我点开平台，仍显示24日旧公告，通道锁死。
26日8点后投递，至17:03仍显24日公告，服务未开。
更奇葩的是，维护未到18:00平台提前发布维护公告，公然造假。

4月25日晚至26日17:03，公告不撤、通道锁死、提前造假，行为恶劣、固定异常。
到今天26日17:03打开依然是周五公告，天大笑话，腐败公开叫板吗？

非技术故障，实为后台手动操作、内鬼上阵，蓄意阻断群众信访权利。
鼓楼区作为属地，刘用全身为第一责任人，对此恶性造假、通道堵截视而不见，监管严重失责，基层信访沦为摆设，损害政府公信力。

依据《信访工作条例》，严禁人为设障弄虚作假。刘用全履职不力，放任下属造假堵路，构成严重不作为、乱作为。

恳请介入，封存鼓楼区相关后台数据，彻查幕后黑手，追究刘用全监管失责、纵容腐败的领导责任！",2026-06-07 22:45:28,福州市,鼓楼区,"鼓楼区12345中心
鼓楼区12345中心",形式主义为基层减负,指尖形式主义,为了应付上级检查/考核/指标而增加一线无谓负担,0.9,"['指尖形式主义', '数据造假', '信访通道堵截']",该条目反映鼓楼区政府在信访数据造假、督办空转、信访通道堵截等问题，属于为了应付上级检查/考核/指标而增加一线无谓负担的形式主义表现。,建议调取鼓楼区政府的信访数据管理平台记录、相关会议记录、上级检查/考核/指标文件等，以核实是否存在数据造假、信访通道堵截等问题。,该条目反映信访数据造假、信访通道堵截等问题，属于为了应付上级检查/考核/指标而增加一线无谓负担的形式主义表现。,qwen2.5vl:7b,full,HIGH,[],2026-08-09 19:24:11.349404
PT26060720296,举报,"督 查 督 办
举报人：温金清，男，身份证号码：350321196412220356，电话号码：15205956499住址：福建省莆田市秀屿区笏石镇温东村温厝295号
被举报人:温春树，男，身份证号码：350321196805230336，电话号码：13559808155住址：福建省莆田市秀屿区笏石镇温东村温厝370号
2024年10月左右举报到2026年6月7日，都没有解决。
1、笏石派出所民警邹龙奕造假证据，温春树欠钱不还，温春树还叫温春林的儿子温金虎到温金清家中殴打温金清，邹龙奕造假说温金清到温春树家中被殴打。温春树是温东村村霸。
2、温春树有前科，为什么还能办出保安证，在笏石卫生院做保安。
3、温金虎退伍军人加党员，温金虎是温春树黑社会打手，别人军人保家卫国，温金虎殴打温金清。
4、秀屿分局纪委和笏石派出所邹龙奕包庇温春树地霸参加黑社会组织。
5、秀屿分局纪委和笏石派出所邹龙奕说温东村干部解决温金清到温春树家中被殴打这件事情，秀屿分局纪委和笏石派出所邹龙奕说温东村干部谁能解决，温东村干部什么名字说出来。温金请去找村干部讨一个说法。
6、笏石派出所郑建城叫温金清不要到处举报，举报到时也是到他那里，郑建城叫温金清2026年5月22日上午到笏石派出所，笏石派出所贺勇接待，都是说温春树的话，温金清在派出所等了很久郑建城都没有来，后来温金清回去了，回去之后郑建城打电话说回来了，上午11点温金清打电话给郑建城说找到郑光荣，温金清好不容易找到郑光荣。郑建城说等下午3点叫郑光荣，温金清，温春树三人对峙，结果郑建城没有叫温春树到场。郑建城说随时叫温春树到派出所，他就到派出所。2026年5月20日温金清报110，郑建城骗110说温春树事情解决了。郑建城包庇温春树，黑社会组织，温东村党支部找郑光荣表弟拿郑光荣电话号码，他表弟都说不知道。
郑建城骗温金清到派出所三四次说要解决温春树的事情，结果都没有解决，一天说这个，一天说那个，都是欺骗温金清。2026年2月10日左右，温春树叫翁丽娟到温金清家中说要解决，没有解决，温春树跟翁丽娟说温金清是敲诈温春树。温金清把翁丽娟的电话号码给郑建城，郑建城为什么不打电话给翁丽娟了解情况。
笏石派出所工号00034号，郑建城说工号00034是笏石派出所所长，叫温金清这三个月都不能投诉，现在知道郑建城是温春树保护伞地霸，参加黑社会组织。每次都是造假证据，欺骗各部门上级。
7、笏石派出所副所长郑建城叫温金清一起喝酒，温金清没有请郑建城喝酒吃饭，因此事情都不办。
8、笏石派出所邹龙奕造假证据，温春树、温金虎地霸，应该捉拿归案。
9、每次回复都是欺骗上级，请各级领导督查督办。
 

 
  
              



                                           举报人温金清   
2026年6月7日",2026-06-07 11:11:10,莆田市,秀屿区,"秀屿区12345中心
秀屿区12345中心",形式主义为基层减负,评比创建证明借调,为了应付上级检查/考核/指标而增加一线无谓负担,0.9,"['机关事务工作', '督查督办', '包庇保护伞']",该条目涉及基层干部被举报存在包庇保护伞、虚假证据等问题，反映了基层干部在处理案件时可能存在的形式主义现象，增加了基层负担。,建议调取相关案件的处理记录、上级部门的督查督办记录、基层干部的考核记录等，以核实是否存在形式主义为基层增加负担的情况。,投诉内容涉及基层干部被举报存在包庇保护伞、虚假证据等问题，反映了基层干部在处理案件时可能存在的形式主义现象，增加了基层负担。,qwen2.5vl:7b,full,HIGH,[],2026-08-09 19:15:36.108747
FJ26060620160,举报福州市鼓楼区政府刘用全负责人信访数据造假、督办空转、堵截网上信访、失职渎职,"事件地点长期被删除：你们怕光吗？福建省福州市鼓楼区政府（鼓楼区政府请收敛）知法犯法长期对我投诉件删除修改？

实名投诉：鼓楼区委书记刘用全纵容造假堵截信访通道
鼓楼区信访配合造假堵截，督办空转。恳请中纪委严查刘用全失管纵容造假，彻查堵截黑幕并严肃问责。

国信平台异常波及鼓楼区，暴露属地监管失控。
4月24日18:00至25日8:00公告维护。25日22:07我点开平台，仍显示24日旧公告，通道锁死。
26日8点后投递，至17:03仍显24日公告，服务未开。
更奇葩的是，维护未到18:00平台提前发布维护公告，公然造假。

4月25日晚至26日17:03，公告不撤、通道锁死、提前造假，行为恶劣、固定异常。
到今天26日17:03打开依然是周五公告，天大笑话，腐败公开叫板吗？

非技术故障，实为后台手动操作、内鬼上阵，蓄意阻断群众信访权利。
鼓楼区作为属地，刘用全身为第一责任人，对此恶性造假、通道堵截视而不见，监管严重失责，基层信访沦为摆设，损害政府公信力。

依据《信访工作条例》，严禁人为设障弄虚作假。刘用全履职不力，放任下属造假堵路，构成严重不作为、乱作为。

恳请介入，封存鼓楼区相关后台数据，彻查幕后黑手，追究刘用全监管失责、纵容腐败的领导责任！",2026-06-06 22:36:23,福州市,鼓楼区,"鼓楼区12345中心
鼓楼区12345中心",形式主义为基层减负,指尖形式主义,为了应付上级检查/考核/指标而增加一线无谓负担,0.9,"['信访数据造假', '督办空转', '信访通道堵截']",该条目涉及信访数据造假、督办空转和信访通道堵截等问题，反映了基层信访工作被人为设障，导致基层干部在处理信访事务时面临诸多不便，属于形式主义为基层增加负担的表现。,建议调取相关信访平台的后台数据，查看是否存在人为修改和删除投诉记录的行为；询问相关信访工作人员，了解是否存在人为设障的情况。,投诉内容涉及信访数据造假、督办空转和信访通道堵截等问题，反映了基层信访工作被人为设障，属于形式主义为基层增加负担的表现。,qwen2.5vl:7b,full,HIGH,[],2026-08-09 19:03:19.505420
FZ26060622685,福州市城乡建总对投诉函每次模板化回复“加强管控”，未实际调试路灯定时、无落地整改，虚假办结、履职不到位；申请平台启动督办，将该事项纳入单位年度绩效扣分,"本人多次投诉晋安区宦溪镇桂湖片区路灯清晨6:30依旧常亮、未按时熄灯问题，前后多次通过12345平台提交诉求，承办单位福州城乡建设发展总公司每次均统一模板回复“加强日常管理”，无实质性整改动作，路灯开灯时段长期错乱、电能持续无谓浪费，属于虚假办结、敷衍处置群众诉求。
诉求：
1. 请平台启动督办问责，督促主管单位福州市住建局、宦溪镇人民政府实地现场核查桂湖全片区路灯时控控制柜；
2. 限期3个工作日完成路灯启闭时间调试，固定天亮前准时关灯；
3. 书面告知整改完成时间、后期常态化巡检方案，对前期屡次敷衍整改问题予以效能备注；
4. 整改完毕后电话回访反馈处理结果。",2026-06-06 21:34:25,福州市,晋安区,福州市城乡建总集团有限公司,形式主义为基层减负,台账留痕迎检,为了应付上级检查/考核/指标而增加一线无谓负担,0.9,"['台账留痕迎检', '虚假办结']",该条目反映投诉人多次投诉路灯问题，但承办单位仅以模板化回复，未实际整改，属于虚假办结、敷衍处置群众诉求。这表明为了应付上级检查/考核/指标而增加了基层的无谓负担。,建议调取承办单位的台账记录、路灯管理系统的数据、以及相关领导的谈话记录，以核实是否存在虚假办结和敷衍整改的情况。,投诉内容反映承办单位在处理群众诉求时存在虚假办结、敷衍整改的情况，属于为了应付上级检查/考核/指标而增加基层负担。,qwen2.5vl:7b,full,HIGH,[],2026-08-09 19:03:40.548074
FZ26060523918,学校强制教师参加各类赛事严重压迫休息时间,"福州市仓山区第五中心小学。
长期以来，本校部分领导政绩思维功利化严重，重赛事荣誉、轻育人本职，常年无差别强制全体教师参加各类大小赛事，积弊深重，是全校一线教师的普遍困境与共同心声。近期海南26岁青年女教师因长期超负荷备赛、频繁赛课内卷过劳猝死，用惨痛悲剧暴露了教育系统过度摊派赛事、透支教师身心的乱象，而本校正长期存在同类严重问题。学校对各类赛事不加筛选、全盘下压，不兼顾教学校对各类赛事不加筛选、全盘下压，不兼顾教师日常教学、班级管理、家校沟通等本职工作，各类赛事层层叠加、接连不断，迫使教师持续牺牲休息与备课时间全力备赛，长期连轴运转、精力严重透支，超负荷工作已成常态。学校片面追逐比赛名次和对外政绩，本末倒置、重虚名轻教学，导致教师无力深耕教材、打磨课堂、辅导学生，备课仓促、教学弱化、学困生辅导缺位，直接损害学生正常受教育权益，严重削弱学校教学质量与此同时，学校长期漠视教师身心疾苦与合理诉求，一刀切的强制参赛任务让教师个人生活与休息权益被完全挤占，长期高压焦虑、身心俱疲，普遍产生重度职业倦怠，职业幸福感持续崩塌。",2026-06-05 21:34:20,福州市,仓山区,福州市仓山区教育局,形式主义为基层减负,层层加码/一刀切,为了应付上级检查/考核/指标而增加一线无谓负担,0.9,"['学校', '教师负担', '赛事任务']",该条目反映学校强制教师参加各类赛事，导致教师休息时间被挤占，属于层层加码/一刀切，增加了基层教师的负担。,建议调取学校相关会议记录、赛事安排文件、教师工作日志等材料，了解赛事任务的层层加码情况。,该条目反映学校强制教师参加各类赛事，导致教师休息时间被挤占，属于层层加码/一刀切，增加了基层教师的负担。,qwen2.5vl:7b,full,HIGH,[],2026-08-09 18:50:20.995756
FJ26060520283,福建省12345平台不到三月三换号，就是用“处理完毕”遮丑,"福建省12345平台不到三月三换号，就是用“处理完毕”遮丑

2026年3月14日22:33，再次收到1068423541212345。
不到三个月频繁换号，我问题没解决，你们就不断换号挡枪。
你们向来只用“处理完毕”三个字遮丑，却偷偷干着删地点、改内容、合并推诿的勾当。
向上一级机关说“已受理、已抄告、已合并”，实质是逃避责任、制造假流水。
就是不敢直面我没解决的事，更不敢删了内容再承认。
反而在后台不停换号、做假数据、隔离我。这种只盖章、不办事的做法，本身就是失职。别再装死，出来正面给个说法",2026-06-05 21:10:55,,,"福建省12345中心
福建省12345中心",形式主义为基层减负,台账留痕迎检,为了应付上级检查/考核/指标而增加一线无谓负担,0.9,"['12345平台', '频繁换号', '弄虚作假']",该条目反映的是12345平台频繁换号，疑似为了应付上级检查而制造假流水，增加基层负担。关键现象是平台频繁换号，导致问题未解决，而上级机关只用“处理完毕”三个字遮丑，实质是逃避责任、制造假流水。,建议调取12345平台的后台数据，查看换号记录和处理记录，以及与上级机关的沟通记录，以核实是否存在弄虚作假行为。,该条目反映的是平台频繁换号，疑似为了应付上级检查而制造假流水，增加基层负担。,qwen2.5vl:7b,full,HIGH,[],2026-08-09 18:50:54.687190
FJ26060520273,举报福州市鼓楼区政府刘用全负责人信访数据造假、督办空转、堵截网上信访、失职渎职,"实名投诉：鼓楼区委书记刘用全纵容造假堵截信访通道
鼓楼区信访配合造假堵截，督办空转。恳请中纪委严查刘用全失管纵容造假，彻查堵截黑幕并严肃问责。

国信平台异常波及鼓楼区，暴露属地监管失控。
4月24日18:00至25日8:00公告维护。25日22:07我点开平台，仍显示24日旧公告，通道锁死。
26日8点后投递，至17:03仍显24日公告，服务未开。
更奇葩的是，维护未到18:00平台提前发布维护公告，公然造假。

4月25日晚至26日17:03，公告不撤、通道锁死、提前造假，行为恶劣、固定异常。
到今天26日17:03打开依然是周五公告，天大笑话，腐败公开叫板吗？

非技术故障，实为后台手动操作、内鬼上阵，蓄意阻断群众信访权利。
鼓楼区作为属地，刘用全身为第一责任人，对此恶性造假、通道堵截视而不见，监管严重失责，基层信访沦为摆设，损害政府公信力。

依据《信访工作条例》，严禁人为设障弄虚作假。刘用全履职不力，放任下属造假堵路，构成严重不作为、乱作为。

恳请介入，封存鼓楼区相关后台数据，彻查幕后黑手，追究刘用全监管失责、纵容腐败的领导责任！",2026-06-05 20:59:47,福州市,鼓楼区,"鼓楼区12345中心
鼓楼区12345中心",形式主义为基层减负,指尖形式主义,为了应付上级检查/考核/指标而增加一线无谓负担,0.9,"['信访数据造假', '督办空转', '信访通道堵截']",该条目反映的是鼓楼区信访配合造假堵截，督办空转，以及国信平台异常导致的信访通道被锁死，这些现象表明为了应付上级检查/考核/指标而增加了基层信访工作人员的负担。,建议调取国信平台的后台数据，查看具体的操作记录；询问相关信访工作人员了解具体情况。,该条目反映的是为了应付上级检查/考核/指标而增加了基层信访工作人员的负担。,qwen2.5vl:7b,full,HIGH,[],2026-08-09 18:51:11.306592
XM26060521377,工商部门要求提供“经营场所证明”于法无据,近期，集美区同安区陆续有商户前来社区申请开具经营场所相关证明，用于办理营业执照。但根据国家精简基层证明相关规定，办理营业执照所需经营场所佐证材料，自有产权证、房屋租赁合同等即为合法有效凭证，出具营业执照办理相关证明并非社区法定工作职责，该项证明也不在基层群众性自治组织保留出具证明清单范围内。工商部门此举于法无据，严重加重基层负担。,2026-06-05 11:56:47,厦门市,,厦门市市场监督管理局,形式主义为基层减负,台账/留痕/数据造假,为了应付上级检查/考核/指标而增加一线无谓负担,0.9,"['工商部门', '经营场所证明', '基层负担']",该条目反映工商部门要求提供“经营场所证明”于法无据，加重基层负担。工商部门要求提供额外证明材料，属于台账留痕，增加了基层负担。,建议调取工商部门要求商户提供经营场所证明的相关文件、商户反映的证明材料、工商部门与商户的沟通记录等，以核实工商部门是否要求提供额外证明材料。,该条目反映工商部门要求提供额外证明材料，属于台账留痕，增加了基层负担。,qwen2.5vl:7b,full,HIGH,[],2026-08-09 18:46:00.431932
ND26060520104,霞浦县医院病案室工作人员形式主义盛行,在现行的电子医保卡，一卡通用的工作环境，县医院病案室工作人员，在病人查阅档案时，以非原件拒绝本人查档，电子身份证，电子医保卡均不能证明本人是本人，照片也不行。一定要病人一件事跑两趟,2026-06-05 09:33:04,宁德市,霞浦县,霞浦县卫生健康局,形式主义为基层减负,指尖形式主义,为了应付上级检查/考核/指标而增加一线无谓负担,0.9,['指尖形式主义'],该条目反映医院病案室工作人员在病人查阅档案时，要求病人提供非原件的证明材料，导致病人需要多跑一趟，增加了基层工作人员的负担。核心根因是为应付上级检查/考核/指标而增加一线无谓负担。,建议调取医院病案室工作人员的工作流程和相关文件，了解其具体操作和管理规定，以核实是否存在为应付上级检查而增加基层负担的情况。,投诉内容反映医院病案室工作人员在病人查阅档案时，要求提供非原件的证明材料，增加了基层工作人员的负担，符合指尖形式主义的定义。,qwen2.5vl:7b,full,HIGH,[],2026-08-09 18:39:59.843852
