appeal_id,title,content,publish_time,region_city,region_district,complained_unit,category,subcategory,root_cause,confidence,tags,qualitative_analysis,evidence_suggestion,llm_reason,llm_model,route,priority,matched_keywords,created_at
SM26071820266,汤川乡公共建设项目验收核查工作流于形式,我是汤川乡，辖区公共建设项目验收流于形式、敷衍应付。各类公共基础设施完工后，未实地核验落地成效与建设质量，核查工作草率马虎。相关公共建设工作落实浮于表面，存在突出形式主义问题，恳请上级部门实地核查，全面整改不规范的验收工作。,2026-07-18 17:59:45,三明市,尤溪县,"尤溪县12345中心
尤溪县12345中心",形式主义为基层减负,台账留痕迎检,为了应付上级检查/考核/指标而增加一线无谓负担,0.9,"['公共建设项目验收', '形式主义', '基层负担']",该条目反映的是汤川乡公共建设项目验收流于形式，未实地核验落地成效与建设质量，核查工作草率马虎，存在形式主义问题。核心根因是为应付上级检查而增加一线无谓负担。,建议调取验收工作的相关文件、实地核查记录、验收人员访谈记录等材料，以核实是否存在形式主义问题。,该条目描述了公共建设项目验收工作流于形式，未实际核查建设质量，属于为了应付上级检查而增加一线无谓负担，符合形式主义为基层增加负担的判断标准。,qwen2.5vl:7b,full,HIGH,[],2026-08-10 08:19:05.785008
FJ26071720234,福建省12345平台不到三月三换号，就是用“处理完毕”遮丑,"福建省12345平台不到三月三换号，就是用“处理完毕”遮丑

2026年3月14日22:33，再次收到1068423541212345。
不到三个月频繁换号，我问题没解决，你们就不断换号挡枪。
你们向来只用“处理完毕”三个字遮丑，却偷偷干着删地点、改内容、合并推诿的勾当。
向上一级机关说“已受理、已抄告、已合并”，实质是逃避责任、制造假流水。
就是不敢直面我没解决的事，更不敢删了内容再承认。
反而在后台不停换号、做假数据、隔离我。这种只盖章、不办事的做法，本身就是失职。别再装死，出来正面给个说法",2026-07-17 22:10:53,,,"福建省12345中心
福建省12345中心",形式主义为基层减负,指尖形式主义,为了应付上级检查/考核/指标而增加一线无谓负担,0.9,"['弄虚作假', '指尖形式主义']",该条目反映的是12345平台频繁换号、使用“处理完毕”遮丑的现象，这可能表明平台为了应付上级检查而采取了不实的处理方式，增加了基层工作人员的负担。,建议调取平台的处理记录、后台操作日志以及相关工作人员的访谈，以核实是否存在弄虚作假的情况。,该条目反映的是平台为了应付上级检查而采取了不实的处理方式，增加了基层工作人员的负担。,qwen2.5vl:7b,full,HIGH,[],2026-08-10 07:53:57.042914
FZ26071722760,"＂关于既有住宅（龙峰新村12号楼2梯）增设电梯规划事宜的投诉信＂
，","关于既有住宅（龙峰新村12号楼2梯）增设电梯规划事宜的投诉信
尊敬的相关主管部门领导：
本人是福州市鼓楼区龙峰新村12号楼2梯业主，本楼栋属于老旧小区，楼内多位住户均为八九十岁高龄老人，行动不便，日常上下楼极为困难，加装电梯是我们迫切的民生需求。
我们依规申请老旧小区增设电梯，规划部门向鼓楼区文体旅局（区文物局）征求意见后，收到该局2026年5月12日出具的意见函，明确本楼栋处于省级文保单位龙峰泰山庙保护范围内，要求我们将设计方案逐级上报，最终需省政府审批。
在咨询办理流程的过程中，各文物部门相互推诿、权责划分模糊，存在踢皮球情况：咨询区文物局，告知要找市级部门；咨询市文物部门，又告知需上报省级单位，全程无工作人员一次性告知完整办理流程、所需材料、对接窗口，普通老百姓根本无从下手，还要自行联系考古单位勘察，流程繁琐、门槛过高，完全不贴合老旧小区加装电梯的民生便民政策初衷。
同小区其他楼栋（如14号楼1梯、10号楼3梯）已完成电梯加装，建筑距离泰山庙围墙同样不足20米，却顺利通过审批，唯独本楼栋审批标准不一致，政策执行尺度不统一，让我们业主难以理解。老旧小区加装电梯本是国家大力推行的惠民工程，文物保护与民生需求本应统筹协调，而非简单以文保红线一刀切、层层增设审批门槛，让高龄老人的出行难题长期无法解决。
 
现恳请上级部门介入协调：
1. 统一本小区加装电梯审批标准，解释已完工电梯与本楼栋审批要求不一致的原因；
2. 厘清省、市、区三级文物部门办理权责，一次性告知完整申报流程、材料清单、对接窗口，杜绝部门互相推诿踢皮球；
3. 简化本楼栋电梯加装文保审批流程，实地结合现场情况兼顾文物保护与居民刚需，协助我们推进电梯落地，解决高龄老人出行难题。
恳请主管部门重视群众实际困难，介入文物部门重新审核本单元加装电梯申请，切实落地惠民政策，解决居民出行困境。
 
投诉人：龙峰新村12号楼2梯全体业主
2026年7月16日",2026-07-17 17:16:18,福州市,鼓楼区,福州市鼓楼区文化体育和旅游局,形式主义为基层减负,层层加码/一刀切,为了应付上级检查/考核/指标而增加一线无谓负担,0.9,"['电梯问题', '文物保护', '基层负担']",该条目反映了在老旧小区加装电梯过程中，由于文物保护政策的层层加码和不一致，导致审批流程繁琐，增加了基层负担。业主反映的问题核心在于政策执行尺度不统一，导致审批标准不一致，增加了不必要的行政负担。,建议调取文物部门的审批流程和标准，了解具体审批要求和流程，以及业主反映的审批标准不一致的具体情况。,该条目反映了在老旧小区加装电梯过程中，由于文物保护政策的层层加码和不一致，导致审批流程繁琐，增加了基层负担。,qwen2.5vl:7b,full,HIGH,[],2026-08-10 08:09:08.036856
XM26071722269,XM26071522307,"本人实名投诉厦门市湖里区江头派出所民警，以民族身份为由强制驱赶我搬离租住房屋，存在民族歧视、行政履职不当问题，具体事实完整陈述如下：
1.事发时间、地点：2026 年 7 月14日，厦门市湖里区江头城中村出租房。本人为少数民族，合法公民，来厦门短期出行，无任何违法违规行为。
2.事件完整经过：前期我接到后埔社区工作人员电话（18259266571、13101435984）确认我住在83号楼602室，于是我向他们咨询少数民族住房政策，接电人员（15980827174）明确告知少数民族可正常租房，仅需实名登记，不存在禁止租住城中村的规定； ② 入住后房东告知，社区内部通知禁止接纳我这类少数民族租客，称从事房屋出租的七年以来，一直不让新疆人租住在此，房东出示社区通知截图（未及时保存），受社区施压要求我立刻搬走； ③ 我拨打 12345 政务热线反馈该歧视问题，诉求社区、派出所停止逼迫我搬离； ④ 后续社区民警（电话18850878026）接到12345投诉后，社区民警上门告知此前有新疆同胞和房东吵架、新疆同胞和房东有矛盾所以不允许我居住等无端理由，催促我尽快搬离，要求我无条件配合社区安排然而房东告诉我社区长期存在不允许新疆人居住的情况，并且该社区只会在表面上允许新疆人居住，反过来施压房东让新疆人搬离否则将会罚款；7月15日21点07分我拨打市110寻求现场调解，先告知我无权管辖，要现场调解，然而警方始终无人上门处理，放任社区以民族理由驱赶我； ⑤社区警务室工作人员持续向房东施压，强制要求房东终止让我居住，被迫临时离开该片区，现已购买动车票、机票返回天津造成经济损失。
3.违法违规依据： 《中华人民共和国宪法》第四条明确规定，各民族一律平等，禁止任何形式的民族歧视、压迫，公民租房属于基本民事生活行为，不得因民族身份区别对待；社区、派出所无任何法律法规、正式文件作为依据，单纯以民族身份限制我租房居住，属于违法歧视；公安民警接到群众维权诉求后不调解、不制止歧视行为，反而协助驱赶群众，属于行政不作为、履职不当。
4.本人明确诉求： （1）对湖里区江头社区下发限制少数民族租房的相关工作人员开展调查，制止社区违规歧视性管控要求，出具书面调查结果；（2）核查江头派出所涉事民警处置投诉不作为、协助驱赶群众的问题，依规开展批评教育、整改； （3）规范江头片区城中村租房管理，废除针对特定民族的不合理限制，保障各民族群众平等租房的合法权利；（4）就本次歧视驱赶事件向本人书面反馈处理结果，并电话告知办理进度。
5.留存证据：110 通话记录、12345 投诉工单记录、与房东、民警、警务室工作人员沟通记录、往返交通票据等，可随时配合相关部门线上提交核验。
本人承诺以上内容全部属实，无捏造、夸大，恳请湖里区政府、湖里公安分局、江头街道联合核查处理，维护民族团结与公民合法平等权益。",2026-07-17 17:04:41,厦门市,湖里区,"厦门市公安局
湖里区12345中心
厦门市公安局
湖里区12345中心",形式主义为基层减负,过度管控/盲目决策,为了应付上级检查/考核/指标而增加一线无谓负担,0.9,"['过度管控', '民族歧视', '行政履职不当']",该条目反映的是基层民警因民族身份为由强制驱赶租住房屋的少数民族居民，存在民族歧视和行政履职不当问题。这可能与上级部门对基层的过度管控有关，导致基层工作人员在处理问题时存在盲目决策，增加了基层负担。,建议调取社区工作人员、派出所民警的通话记录、社区通知截图、12345投诉工单记录等材料，以核实是否存在过度管控和盲目决策的情况。,投诉内容涉及基层民警因民族身份为由强制驱赶租住房屋的少数民族居民，存在民族歧视和行政履职不当问题，可能与上级部门对基层的过度管控有关，增加了基层负担。,qwen2.5vl:7b,full,HIGH,[],2026-08-10 08:09:42.764357
PT26071720758,关于要求菜溪乡政府就“真实有效”结论提供依据的投诉（请求转仙游县人民政府直接督办）,"本人系仙游县菜溪乡园宅村村民。菜溪乡人民政府多次答复称：“该43.2亩《林木采伐许可证》属依法办理、真实有效，不存在骗取林木采伐证和盗伐集体林木行为。”

既然“依法办理、真实有效”，就请菜溪乡政府提供以下材料，证明其结论：

2023年6月22日园宅村基点会议记录原件照片（含全部签名页）；

该43.2亩林木贩卖所得款的银行流水原件照片。

上述两份材料是证明“依法办理、真实有效”的最基本依据。

会议记录证明林木处置经过了村民集体决议——没有会议记录，就没有所谓的“依法办理”。银行流水证明贩卖款项已进入集体账户——款项去向不明，就没有所谓的“真实有效”。

本人多次要求提供上述材料，菜溪乡政府多次回避，至今未提供，也未书面说明不提供的理由。

本人请问菜溪乡政府：

“经调查”的调查依据是什么？

没有会议记录、没有银行流水，凭什么认定“真实有效”？

一个连最基本的会议记录和资金流水都不敢公开的调查结论，如何让村民信服？

采伐证合法≠会议记录真实≠资金已入账。既然菜溪乡政府以“真实有效”答复本人，请用实实在在的材料证明其结论，而不是空口说白话。

请求事项：

1.恳请仙游县人民政府责令菜溪乡政府在15个工作日内提供：

①2023年6月22日园宅村基点会议记录原件照片（含全部签名页）；

②该43.2亩林木贩卖所得款的银行流水原件照片。

2.如菜溪乡政府届时仍不提供，请仙游县人民政府书面说明原因，并依据《福建省村集体财务管理条例》启动专项审计。

3.恳请将上述材料及处理情况书面答复本人。",2026-07-17 15:25:44,莆田市,仙游县,"仙游县12345中心
仙游县12345中心",形式主义为基层减负,台账/留痕/数据造假,为了应付上级检查/考核/指标而增加一线无谓负担,0.9,"['台账留痕', '数据造假']",该投诉内容涉及基层政府在提供林木采伐许可证的合法性证明时，要求提供会议记录和银行流水等材料，以证明其结论的真实性和有效性。这表明基层政府可能为了应付上级检查而增加了基层干部的负担，通过要求提供大量材料来证明其结论的真实性。,建议调取会议记录原件照片、银行流水原件照片等材料，以核实基层政府提供的证据是否真实有效。,投诉内容涉及基层政府为了应付上级检查而要求提供大量材料，增加了基层干部的负担。,qwen2.5vl:7b,full,HIGH,[],2026-08-10 08:01:36.158959
FJ26071720111,龙海区白水镇违规侵占确权水田，多次投诉遭虚假办结、推诿甩锅，恳请区级部门实地处理,"本人丈夫为持证残疾人，井园村园美后27号确权水田是全家唯一生计来源，先后4次提交征地诉求，工单编号：ZZ26063020599、ZZ26071520699、ZZ26071520997、ZZ26071620749。
每一次诉求我均书面明确要求工单不得分流至白水镇，申请龙海区督查室、自然资源局实地核查，但龙海区12345多次无视群众升级督办请求，强制将诉求转回涉事白水镇。
最新工单提交当日，无区级工作人员上门、无新增实地调查、未与我线下沟通，平台直接标记“办理完毕”，仅推送回避全部违法事实的旧答复，纯粹走流程闭环，属于敷衍履职、推诿群众合理诉求。
 
客观违法事实
 
1. 我户水田无合法征地审批、无本人签字补偿协议，就被强行占用建厂；前往市、省相关部门核查，未查询到地块征收公告、农转用审批、完整补偿台账。
​
2. 征地工作人员专程前往厦门哄骗我签字，在家门口张贴恐吓告示，委托厂房老板、亲戚私下传话施压，录音、纸质告示、土地确权档案等全部证据留存。
​
3. 我仅诉求置换同等水田维持残疾家庭生计，白水镇全程回避诉求，拒绝分管领导当面协商、不出具任何安置方案。
​
4. 镇政府刻意包庇未批先占、胁迫农户行为，拒不公开全套征地审批、补偿发放签字档案；现又启动涉及我户祖坟承包地的第二批征地，不顾第一批遗留纠纷未解决。",2026-07-17 13:34:01,漳州市,龙海区,"龙海区12345中心
龙海区12345中心",形式主义为基层减负,台账留痕迎检,为了应付上级检查/考核/指标而增加一线无谓负担,0.9,"['违规占地', '台账留痕迎检']",该投诉反映龙海区白水镇在处理征地诉求时，存在虚假办结、推诿甩锅的情况，且多次诉求均被标记为“办理完毕”，表明存在台账留痕迎检的问题，为了应付上级检查而增加了基层负担。,建议调取龙海区白水镇处理征地诉求的相关台账记录，了解是否存在虚假办结、推诿甩锅的情况。,投诉内容反映龙海区白水镇在处理征地诉求时存在台账留痕迎检的问题，为了应付上级检查而增加了基层负担。,qwen2.5vl:7b,full,HIGH,[],2026-08-10 08:03:39.088641
QZ26071720356,投诉：泉州市12345外包热线公职人员 M,基于工单QZ26042220516，部门已答复，诉求者表示问题没有解决，要投诉泉州市12345外包热线公职人员，表示外包解决不了问题，推诿扯皮不作为，搞假大空，严重形式主义，故再次反映，望部门核实处理。,2026-07-17 09:55:16,泉州市,泉州台商投资区,"泉州市12345中心
泉州市12345中心",形式主义为基层减负,指尖形式主义,为了应付上级检查/考核/指标而增加一线无谓负担,0.9,"['指尖形式主义', '推诿扯皮', '不作为']",该条目反映的是12345热线公职人员推诿扯皮、不作为的问题，属于形式主义为基层增加负担。诉求者表示外包解决不了问题，推诿扯皮不作为，搞假大空，严重形式主义。这表明为了应付上级检查/考核/指标而增加了基层工作人员的无谓负担。,建议调取12345热线的工单记录、公职人员的绩效考核记录、以及相关领导的会议记录，以核实是否存在形式主义行为。,该条目反映的是公职人员推诿扯皮、不作为的问题，属于形式主义为基层增加负担。,qwen2.5vl:7b,full,HIGH,[],2026-08-10 08:15:04.649412
QZ26071621935,工单提级督办申请（督办原工单：QZ26042021729）,"本人此前反映山霞镇下坑村公共通道违规扩建问题，并提交完整证据。对于承办单位本次办理回复，本人坚决不予认可。回复偏离客观事实，工作人员未到场实地核查，未落实实质整改，属于敷衍履职、虚假办结。
 
镇政府明确核定该通道硬化墙体施工厚度标准为10厘米。经现场实测，墙体实际厚度18厘米，超出标准80%，违反施工规范，构成违规扩建。
 
该通道是村内四十余户村民及小型加工点日常通行、消防应急、人员疏散唯一公共通道。违规扩建压缩通行宽度，通行环境持续恶化，多次发生车辆剐蹭，造成群众财产损失，持续存在出行与消防安全隐患，侵害村民公共通行权。
 
本次工单回复避重就轻、答非所问，没有针对“标准10厘米、实测18厘米违规超标”核心问题处置，安全隐患并未消除，属于无效整改。
 
现申请平台提级督办、重点核查，督促责任单位依法落实整改，诉求：
 
1. 依照官方10厘米施工标准，从原墙体起算，拆除整改超标部分，恢复通道原始通行条件；

2. 杜绝敷衍处置，彻底消除通道通行及消防安全隐患；

3. 提供完整整改台账与正式书面办结说明。
 
附件佐证清单
 
1. 邻里通道平面图、群众联签材料：证明该通道属于村民公共应急通道；

2. 现场实景照片：证明通道缩窄、车辆剐蹭、通行受阻情况；

3. 镇政府答复截图：佐证墙体施工标准为10厘米；

4. 现场实测照片：证实墙体厚度18厘米、严重超标；

5. 本次工单回复截图：证明承办单位敷衍履职、虚假整改。
 
2026年7月16日",2026-07-16 23:22:17,泉州市,惠安县,"惠安县12345中心
惠安县12345中心",形式主义为基层减负,台账留痕迎检,为了应付上级检查/考核/指标而增加一线无谓负担,0.9,"['道路管养', '无效整改', '敷衍履职']",该条目反映的是道路施工违规扩建问题，涉及无效整改和敷衍履职的情况，存在为了应付上级检查而增加一线无谓负担的问题。工单回复避重就轻，没有针对核心问题处置，安全隐患并未消除，属于无效整改。,建议调取工单回复截图、现场实测照片、镇政府答复截图等材料，以核实是否存在无效整改和敷衍履职的情况。,该条目反映的是道路施工违规扩建问题，涉及无效整改和敷衍履职的情况，存在为了应付上级检查而增加一线无谓负担的问题。,qwen2.5vl:7b,full,HIGH,[],2026-08-10 07:38:50.166037
FJ26071620271,举报福州市鼓楼区政府刘用全负责人信访数据造假、督办空转、堵截网上信访、失职渎职,"事件地点：数据造假罪加一等！福建省福州市鼓楼区政府（鼓楼区政府请收敛）知法犯法长期对我投诉件删除修改？


实名投诉：鼓楼区委书记刘用全纵容造假堵截信访通道
鼓楼区信访配合造假堵截，督办空转。恳请中纪委严查刘用全失管纵容造假，彻查堵截黑幕并严肃问责。

国信平台异常波及鼓楼区，暴露属地监管失控。
4月24日18:00至25日8:00公告维护。25日22:07我点开平台，仍显示24日旧公告，通道锁死。
26日8点后投递，至17:03仍显24日公告，服务未开。
更奇葩的是，维护未到18:00平台提前发布维护公告，公然造假。

4月25日晚至26日17:03，公告不撤、通道锁死、提前造假，行为恶劣、固定异常。
到今天26日17:03打开依然是周五公告，天大笑话，腐败公开叫板吗？

非技术故障，实为后台手动操作、内鬼上阵，蓄意阻断群众信访权利。
鼓楼区作为属地，刘用全身为第一责任人，对此恶性造假、通道堵截视而不见，监管严重失责，基层信访沦为摆设，损害政府公信力。",2026-07-16 21:50:08,福州市,鼓楼区,"鼓楼区12345中心
鼓楼区12345中心",形式主义为基层减负,指尖形式主义,为了应付上级检查/考核/指标而增加一线无谓负担,0.9,"['指尖形式主义', '信访数据造假', '基层减负']",该条目涉及信访数据造假和信访通道被堵截，反映了基层信访工作被人为干扰，增加了基层工作人员的负担，属于形式主义为基层增加负担的典型表现。,建议调取国信平台的后台操作记录，以及相关信访人员的访谈记录，以核实是否存在人为操作导致的信访数据造假和通道被堵截。,举报内容涉及信访数据造假和信访通道被人为干扰，反映了基层信访工作被人为干扰，增加了基层工作人员的负担。,qwen2.5vl:7b,full,HIGH,[],2026-08-10 07:39:35.329016
FZ26071623476,恳请福建省人大依法监督:厦门市信访局、人社局、海沧相关单位履职不作为，包庇违规聘用,"本人实名反映海沧区教育局违规复聘招聘阶段隐瞒病史人员范心琪，全套人事公文、事实证据早已完整提交各部门，但多家单位推诿包庇、拒不实质处置。 
海沧区教育局历次书面答复刻意避重就轻、答非所问，回避违规聘用核心事实；海沧区信访局仅简单转办诉求，不审核教育局答复、拒不履行督办职责，持续纵容敷衍处置。 
厦门市人社局存在监管失职，作出人事再申诉发回重审决定后，未按规定在三十日内审核下级全套备案材料，放任违规聘用落地，收到违纪线索不核查整改。 
厦门市信访局.接到我的督办申请后拒不履行市级信访督办法定义务，放任下级部门掩盖问题，多家单位长期不作为，存在严重官僚主义问题。 
现恳请福建省人大常委会行使法定监督职权，介入专项全面核查全部证据材料，督促各单位完整回应全部诉求，对包庇违规、怠于履职的工作人员依规追责问责。",2026-07-16 20:06:20,厦门市,海沧区,"厦门市12345中心
厦门市12345中心",形式主义为基层减负,评比创建证明借调,为了应付上级检查/考核/指标而增加一线无谓负担,0.9,"['评比创建证明借调', '基层减负', '人事招考']",该条目涉及人事招考中的包庇违规聘用问题，反映了基层单位在处理人事问题时存在推诿包庇、不作为的现象，增加了基层工作人员的负担，属于形式主义为基层增加负担的典型表现。,建议调取人事公文、信访记录以及相关单位的内部会议记录，以核实是否存在包庇违规聘用的问题。,举报内容涉及人事招考中的包庇违规聘用问题，反映了基层单位在处理人事问题时存在推诿包庇、不作为的现象，增加了基层工作人员的负担。,qwen2.5vl:7b,full,HIGH,[],2026-08-10 07:39:35.356902
FZ26071622263,关于投诉仓山区城门镇龙江村竹楼142号暴力拆迁问题,诉求编号：（FZ26052821194），答复收悉。本人翁金龙（电话：13809502617）对本次答复不认可，所有诉求均未解决。我主要投诉工作人员短时虚假回访、违规强行办结工单、房屋暴力拆迁三类问题，答复刻意回避干部作风违规事实，仅用模板套话搪塞，没有核查、没有整改、没有书面盖章回复，还推诿引导群众自行上访举报，拒不履职。要求平台作废本次办结记录，尽快移交仓山区政府、市级12345提级督办，限期出具盖公章正式处理文书；若继续交由城门镇敷衍处置，我将携带回访截图、工单记录向区纪委、市信访局逐级提交政风举报。继续投诉。,2026-07-16 15:39:43,福州市,仓山区,"仓山区12345中心
仓山区12345中心",形式主义为基层减负,过度管控/盲目决策,为了应付上级检查/考核/指标而增加一线无谓负担,0.9,"['过度管控', '盲目决策']",该投诉涉及工作人员短时虚假回访、违规强行办结工单、房屋暴力拆迁等问题，反映了基层工作人员在处理问题时存在过度管控和盲目决策的情况，增加了基层负担。,建议调取工单记录、回访截图、干部作风违规事实的证据材料，找相关工作人员谈话，了解具体处理过程和决策依据。,投诉内容涉及基层工作人员在处理问题时存在过度管控和盲目决策的情况，增加了基层负担。,qwen2.5vl:7b,full,HIGH,[],2026-08-10 07:51:36.554004
FZ26071621417,投诉鼓楼区卫健委政绩观偏差极其严重，在回复群众投诉件时候态度不耐烦，主动盖电话，服务意识淡泊。工作没有做到位的情况下，还推诿做不来，形式主义极其严重。挂电话太多让群众寒心。,投诉鼓楼区卫健委政绩观偏差极其严重，在回复群众诉求件（受理编号FZ26070822164）时，态度不耐烦，主动盖电话，服务意识淡泊。工作没有做到位的情况下，还推诿，公告贴一下就算了，才不管你群众看没看到，反正我贴了，照片拍了，台账做了，万事大吉，没有责任了，群众看没看到，有没有申请补贴都不关卫健委的事了，形式主义极其严重，挂掉电话的行为让群众寒心。整个社区三年以来出生人口不超过六十人，甚至更少，社区，卫生院，没一个能做到打电话？适龄孩童名单导出来和申请名单比对一下，几个电话，几分钟的事情，居然说没办法做到，食民禄，不担民忧，做台账，做报表，拍照片，花的时间都能打成百上千的电话，只是花时间做表面功夫，应付了事，没有落到实处，贴贴照片就算工作做到位了，毫无政绩可言。,2026-07-16 11:53:46,福州市,鼓楼区,"鼓楼区12345中心
鼓楼区12345中心",形式主义为基层减负,台账留痕迎检,为了应付上级检查/考核/指标而增加一线无谓负担,0.9,"['台账留痕', '迎检', '形式主义']",该投诉涉及基层卫健委在回复群众诉求件时，存在形式主义现象，如服务意识淡薄、工作不到位、做台账、拍照片等表面功夫，而忽视了实际工作。这表明为了应付上级检查/考核/指标而增加了基层一线的无谓负担。,建议调取卫健委的台账、照片等相关材料，以及与相关工作人员的谈话记录，以核实是否存在形式主义现象。,投诉内容涉及基层卫健委在回复群众诉求件时，存在形式主义现象，如服务意识淡薄、工作不到位、做台账、拍照片等表面功夫，而忽视了实际工作。,qwen2.5vl:7b,full,HIGH,[],2026-08-10 07:33:55.918365
QZ26071620648,投诉：永春县12345中心工作弄虚作假 M,诉求者来电反映原工单QZ26071320853，部门已答复，诉求者表示并未有撤件申请，永春县12345中心却回复已经撤件，故投诉永春县12345中心工作弄虚作假，欺骗市民，违反党的纲领，希望上级主管部门对此事严肃处理。故再次反映，望部门核实处理。,2026-07-16 11:23:44,泉州市,永春县,"泉州市12345中心
泉州市12345中心",形式主义为基层减负,台账留痕迎检,为了应付上级检查/考核/指标而增加一线无谓负担,0.9,"['投诉', '弄虚作假', '12345中心工作']",该投诉反映12345中心工作弄虚作假，存在台账留痕迎检的情况，即为了应付上级检查/考核/指标而增加一线无谓负担。投诉者表示工单未撤件，但12345中心却回复已经撤件，存在虚假整改的情况。,建议调取12345中心的工单记录，查看工单的真实处理情况，以及相关领导的谈话记录，以核实是否存在台账留痕迎检的情况。,投诉内容反映12345中心存在台账留痕迎检的情况，即为了应付上级检查/考核/指标而增加一线无谓负担。,qwen2.5vl:7b,full,HIGH,[],2026-08-10 07:35:54.695123
XM26071620815,15号的市领导接访日开同虚设,厦门市设立了每月15日的市领导信访接待日，但我们于15日提交诉求，每次都是转到有关部门，而有关部门也不处理，就是继续忽悠，每次要求见市领导而不得。等到下班就被信访局工作人员赶离。希望市领导接访日能真正名符其实，久而未决的问题如实解决，不要一直搞形式主义，让老百怨声载道。在此也顺便再次主请求（厦门）市领导能接见我们了解我们的问题，解决百姓心声。谢谢！,2026-07-16 10:45:15,厦门市,思明区,"厦门市12345中心
厦门市12345中心",形式主义为基层减负,评比创建证明借调,为了应付上级检查/考核/指标而增加一线无谓负担,0.9,"['机关事务工作', '形式主义']",该条目反映的是市领导接访日形同虚设，每次诉求都被转办，且信访局工作人员不处理，导致群众不满。这反映了为了应付上级检查/考核/指标而增加一线无谓负担的问题。,建议调取市领导接访日的记录、信访局工作人员的访谈记录、以及相关部门的处理记录，以核实是否存在形式主义现象。,该条目反映了为了应付上级检查/考核/指标而增加一线无谓负担的问题，符合形式主义为基层增加负担的判断逻辑。,qwen2.5vl:7b,full,HIGH,[],2026-08-10 07:37:04.787578
FJ26071520237,举报福州市鼓楼区政府刘用全负责人信访数据造假、督办空转、堵截网上信访、失职渎职,"事件地点：数据造假罪加一等！福建省福州市鼓楼区政府（鼓楼区政府请收敛）知法犯法长期对我投诉件删除修改？


实名投诉：鼓楼区委书记刘用全纵容造假堵截信访通道
鼓楼区信访配合造假堵截，督办空转。恳请中纪委严查刘用全失管纵容造假，彻查堵截黑幕并严肃问责。

国信平台异常波及鼓楼区，暴露属地监管失控。
4月24日18:00至25日8:00公告维护。25日22:07我点开平台，仍显示24日旧公告，通道锁死。
26日8点后投递，至17:03仍显24日公告，服务未开。
更奇葩的是，维护未到18:00平台提前发布维护公告，公然造假。

4月25日晚至26日17:03，公告不撤、通道锁死、提前造假，行为恶劣、固定异常。
到今天26日17:03打开依然是周五公告，天大笑话，腐败公开叫板吗？

非技术故障，实为后台手动操作、内鬼上阵，蓄意阻断群众信访权利。
鼓楼区作为属地，刘用全身为第一责任人，对此恶性造假、通道堵截视而不见，监管严重失责，基层信访沦为摆设，损害政府公信力。",2026-07-15 21:44:12,福州市,鼓楼区,"鼓楼区12345中心
鼓楼区12345中心",形式主义为基层减负,指尖形式主义,为了应付上级检查/考核/指标而增加一线无谓负担,0.9,"['指尖形式主义', '数据造假', '信访通道堵截']",该条目反映的是信访数据造假、信访通道堵截等问题，属于指尖形式主义的表现。投诉内容涉及鼓楼区政府在处理信访件时存在数据造假和信访通道被人为封锁的情况，反映了为了应付上级检查而增加基层负担的现象。,建议调取鼓楼区政府处理信访件的记录、数据管理系统的数据、以及信访人员的访谈记录，以核实是否存在数据造假和信访通道被人为封锁的情况。,投诉内容涉及信访数据造假和信访通道被人为封锁，反映了为了应付上级检查而增加基层负担的形式主义现象。,qwen2.5vl:7b,full,HIGH,[],2026-08-10 07:24:27.662931
