appeal_id,title,content,publish_time,region_city,region_district,complained_unit,category,subcategory,root_cause,confidence,tags,qualitative_analysis,evidence_suggestion,llm_reason,llm_model,route,priority,matched_keywords,created_at
PT26080420594,致：莆田市12345平台监管专班、莆田市纪委监委、莆田市信访局,". 荔城区12345平台违规合并工单：将本次全新独立诉求，强行并入无关历史旧工单PT26072020647，未单独建档、未分流至自然资源主管部门专项核查；

2. 敷衍办结结案：直接套用旧工单答复内容，对本次新反映的土地违法问题不作调查、不作回应，草率标记“办理完毕”；

3. 变相包庇属地：刻意混淆多起不同案由的群众诉求，帮助西天尾镇相关部门回避问题核查、推诿履职义务，纵容基层部门不作为、慢作为、乱作为，堵塞群众合理维权渠道。",2026-08-04 12:24:22,莆田市,荔城区,,形式主义为基层减负,评比创建证明借调,为了应付上级检查/考核/指标而增加一线无谓负担,0.9,"['违规合并工单', '敷衍办结结案', '变相包庇属地']",该条目反映了12345平台在处理工单时存在违规合并、敷衍办结、变相包庇等问题，这些行为可能为了应付上级检查/考核/指标而增加了基层的负担。关键现象是平台在处理群众诉求时的不作为和推诿，导致基层部门不作为、慢作为、乱作为，堵塞了群众合理维权的渠道。,建议调取12345平台的工单处理记录、相关领导的谈话记录以及涉及的基层部门的工作记录，以核实是否存在为了应付上级检查/考核/指标而增加一线无谓负担的现象。,核心判断依据：平台在处理工单时存在为了应付上级检查/考核/指标而增加一线无谓负担的现象。,qwen2.5vl:7b,full,HIGH,[],2026-08-06 16:01:39.750427
XM26080420884,有关垃圾分类部门三天两头到店铺拍垃圾桶等问题,海沧区新阳街道垃圾分类部门（不清楚什么部门）的工作人员三天两头到新阳商业中心的店铺（其是该处的商家）拍垃圾桶，拍完之后还需要和店主合影，搞得附近的店主烦不胜烦，都产生了反感的情绪。这种工作本来就是形式主义，但是不配合拍照又好像在为难人一样，要求有关部门调查处理，取消这种形式主义的工作。,2026-08-04 10:51:32,厦门市,海沧区,厦门市海沧区人民政府新阳街道办事处,形式主义为基层减负,指尖形式主义,为了应付上级检查/考核/指标而增加一线无谓负担,0.9,"['垃圾分类', '形式主义', '拍照合影']",该条目反映的是垃圾分类部门工作人员频繁拍照并要求合影，这种行为属于留痕式填报，增加了基层一线的负担，属于形式主义为基层增加负担。,建议调取垃圾分类部门工作人员的拍照记录和合影要求的相关文件，以及附近店主的访谈记录。,该条目明确指出拍照合影属于形式主义，增加了基层一线的负担。,qwen2.5vl:7b,full,HIGH,[],2026-08-06 16:06:35.765077
XM26080323889,投诉厦门市实验中学祥平校区,"尊敬的福建省教育厅督查工作人员：
您好！我实名/匿名举报厦门市厦门实验中学违规占用高二学生暑假，强制组织返校军训一事，相关证据已作为附件上传。
 
1. 事件完整事实
我校2028届新高二全体学生，被学校通知要求8月20日提前返校，8月21日至23日强制参加以“夏令营”为名的军训活动。
当前时间段属于法定暑假假期，并非新生入学统一军训时段，学校以年级统一安排为由，要求全体高二学生必须返校参与，无自愿选择通道，强行压缩学生正常暑假休息、自主学习、休整规划的时间。
​
2. 政策依据
根据福建省中小学寒暑假管理相关规定，学校不得在暑假期间强制非高一新生开展军训、集体到校集中活动，应当保障学生完整的暑期休息自主权；不得以夏令营、实践活动等名义变相强制学生假期返校集中管理。
​
3. 现有证据
附件1：班主任班级群官方通知截图，明确通知全体学生8.20返校、8.21-23夏令营（军训）；
附件2：手写校内安排记录截图，佐证本次活动实质为高二暑期强制军训。两张截图均可证明学校统一强制安排，无自愿报名选项。
​
4. 本人诉求
① 恳请教育主管部门介入核查厦门实验中学此次暑假强制高二军训行为是否违规；
② 责令学校取消本次暑期强制返校军训安排，保障高二学生完整暑假假期；
③ 对学校违规占用学生假期的行为进行规范整改，后续不得再出现同类强制暑期集中活动。",2026-08-03 23:29:56,厦门市,同安区,厦门市教育局,形式主义为基层减负,过度管控/盲目决策,为了应付上级检查/考核/指标而增加一线无谓负担,0.9,['假期补课'],该条目反映学校在暑假期间强制高二学生返校参加军训活动，违反了福建省中小学寒暑假管理相关规定，属于过度管控和盲目决策，增加了基层负担。,建议调取学校相关通知文件、学生家长的反馈记录、学生手册等材料，以核实学校是否在暑假期间强制学生返校参加军训活动。,该条目反映学校在暑假期间强制高二学生返校参加军训活动，违反了相关规定，属于过度管控和盲目决策，增加了基层负担。,qwen2.5vl:7b,full,HIGH,[],2026-08-09 10:49:20.121925
FJ26080320224,举报福州市鼓楼区政府刘用全负责人信访数据造假、督办空转、堵截网上信访、失职渎职,"事件地点：数据造假罪加一等！福建省福州市鼓楼区政府（鼓楼区政府请收敛）知法犯法长期对我投诉件删除修改？


实名投诉：鼓楼区委书记刘用全纵容造假堵截信访通道
鼓楼区信访配合造假堵截，督办空转。恳请中纪委严查刘用全失管纵容造假，彻查堵截黑幕并严肃问责。

国信平台异常波及鼓楼区，暴露属地监管失控。
4月24日18:00至25日8:00公告维护。25日22:07我点开平台，仍显示24日旧公告，通道锁死。
26日8点后投递，至17:03仍显24日公告，服务未开。
更奇葩的是，维护未到18:00平台提前发布维护公告，公然造假。

4月25日晚至26日17:03，公告不撤、通道锁死、提前造假，行为恶劣、固定异常。
到今天26日17:03打开依然是周五公告，天大笑话，腐败公开叫板吗？

非技术故障，实为后台手动操作、内鬼上阵，蓄意阻断群众信访权利。
鼓楼区作为属地，刘用全身为第一责任人，对此恶性造假、通道堵截视而不见，监管严重失责，基层信访沦为摆设，损害政府公信力。",2026-08-03 22:26:30,福州市,鼓楼区,"鼓楼区12345中心
鼓楼区12345中心",形式主义为基层减负,指尖形式主义,为了应付上级检查/考核/指标而增加一线无谓负担,0.9,"['信访数据造假', '督办空转', '失职渎职']",该条目反映了福州市鼓楼区政府在信访数据造假、督办空转、堵截网上信访等方面的问题，属于指尖形式主义，即通过APP/系统打卡、积分排名、在线时长等方式来应付上级检查/考核/指标，增加了基层工作人员的负担。,建议调取鼓楼区政府的信访数据记录、相关会议记录、上级检查/考核/指标的文件等材料，以及与信访工作人员的谈话记录，以核实是否存在数据造假、督办空转、堵截网上信访等问题。,该条目反映了通过APP/系统打卡、积分排名等方式来应付上级检查/考核/指标，增加了基层工作人员的负担，属于指尖形式主义。,qwen2.5vl:7b,full,HIGH,[],2026-08-09 10:59:36.073780
QZ26080321931,投诉：晋江市教育局暑假期间安排教师加班整理消防台账不合理,诉求者为晋江市一名在校教师（具体学校不方便提供），从2026年7月14日开始，晋江市统一开展消防专项排查工作，导致市内多所中小学强制安排一线任课教师，放弃暑假休息，连续加班至今（8月3号），全程没有一天休息日，加班的工作内容均为制作消防排查台账，反复填报统计各类消防数据，完全不属于教育教学本职工作。依据教育部2025年最新教师减负文件明确规定，寒暑假无学生在校期间，原则上不得安排专职教师值班，承担各类社会摊派任务，严禁把消防台账这类行政事务下压给中小学教师。晋江学校的该任务安排已经违背了教师减负政策，同时违反教师法规定的寒暑假法定带薪休假权利，属于形式主义摊派，无偿强制加班。诉求要求立即停止占用教师暑假时间制作消防台账及统计数据这种加班任务。故来电反映，望部门核实处理。,2026-08-03 21:07:31,泉州市,晋江市,晋江市教育局,形式主义为基层减负,台账留痕迎检,为了应付上级检查/考核/指标而增加一线无谓负担,0.9,"['教师减负', '消防台账', '加班', '形式主义']",该投诉反映教师在暑假期间被安排加班制作消防台账，这属于为了应付上级检查而增加一线无谓负担的情况，违反了教师减负政策和寒暑假法定带薪休假权利。,建议调取晋江市教育局关于消防专项排查工作的相关文件、教师加班安排的记录、以及教师减负政策文件，以核实是否存在形式主义摊派现象。,核心判断依据为：教师在暑假期间被安排加班制作消防台账，这属于为了应付上级检查而增加一线无谓负担的情况。,qwen2.5vl:7b,full,HIGH,[],2026-08-09 11:00:05.561059
QZ26080321773,投诉：消防过度整改,诉求者反映晋江池店赤塘村因消防整改，整个村的工厂都被封了，整改完了还要挑毛病，未给整改时间直接贴封条，一刀切过度整改，望相关部门核实处理。,2026-08-03 19:27:31,泉州市,晋江市,晋江市池店镇人民政府,形式主义为基层减负,层层加码/一刀切,为了应付上级检查/考核/指标而增加一线无谓负担,0.9,"['消防整改', '一刀切', '过度整改']",该条目反映的是消防整改过程中，村工厂被一刀切地封停，且整改后仍被挑毛病，这可能是因为为了应付上级检查而增加了基层的负担。,建议调取消防整改的文件、工厂被封停的记录、整改后的检查记录等，以核实整改过程中的具体操作。,该条目反映的是消防整改过程中，村工厂被一刀切地封停，且整改后仍被挑毛病，这可能是因为为了应付上级检查而增加了基层的负担。,qwen2.5vl:7b,full,HIGH,[],2026-08-09 11:01:09.270850
FJ26080220115,福建省12345平台不到三月三换号，就是用“处理完毕”遮丑,"福建省12345平台不到三月三换号，就是用“处理完毕”遮丑

2026年3月14日22:33，再次收到1068423541212345。
不到三个月频繁换号，我问题没解决，你们就不断换号挡枪。
你们向来只用“处理完毕”三个字遮丑，却偷偷干着删地点、改内容、合并推诿的勾当。
向上一级机关说“已受理、已抄告、已合并”，实质是逃避责任、制造假流水。
就是不敢直面我没解决的事，更不敢删了内容再承认。
反而在后台不停换号、做假数据、隔离我。这种只盖章、不办事的做法，本身就是失职。别再装死，出来正面给个说法",2026-08-02 19:26:28,,,"福建省12345中心
福建省12345中心",形式主义为基层减负,台账留痕迎检,为了应付上级检查/考核/指标而增加一线无谓负担,0.9,"['12345平台', '弄虚作假']",该条目反映的是12345平台频繁换号，用“处理完毕”遮丑，实质是逃避责任、制造假流水。这表明为了应付上级检查/考核/指标而增加了基层的无谓负担。,建议调取12345平台的后台数据，查看换号记录、处理完毕记录等，以核实是否存在弄虚作假行为。,该条目反映的是平台为了应付上级检查而频繁换号，制造假流水，属于台账留痕迎检的典型形式主义。,qwen2.5vl:7b,full,HIGH,[],2026-08-09 10:46:28.589066
FZ26080220228,关于罗源县12345政务服务便民热线中心不履行督办职责、纵容承办部门以信访打包规避实质办理的投诉,"本人通过福州市12345平台反映涉及罗源县西外路改造项目相关问题。罗源县12345中心多次将新诉求不当归并、甚至越权代替承办单位直接答复，至今未作实质处理。
近日，罗源县土地收购储备中心向本人出具《告知书》（罗地储信访告知〔2026〕1号），将本人通过12345平台反映的所有诉求事项，统一打包归并为一个信访件（编号：罗源信来信〔2026〕15号）。

该《告知书》恰恰证明：承办部门至今未对本人提出的各项具体诉求作出任何实质性分别答复，而是以一份笼统的告知书将所有问题""一包了之""，实质上变相剥夺了本人通过12345渠道获得实质答复的合法权利。

更严重的是，罗源县12345平台作为督办机构，非但没有履行审核督办职责、纠正承办部门的错误做法，反而以此为由搪塞本人，助长了承办部门不实质办理、以信访件打包替代具体答复的违规行为。平台对此负有不可推卸的责任，其行为已构成行政不作为。

投诉请求：

1. 确认被投诉人未依法履行督办职责的行为违法；
2. 责令被投诉人依法履行督办职责，将本人诉求重新独立转派有权处理的职能部门办理；
3. 督促承办部门就本人各项具体诉求分别作出实质性书面答复，不得以信访打包方式替代；
4. 书面告知本人处理结果。

证据材料：

1. 罗源县土地收购储备中心出具的《告知书》（罗地储信访告知〔2026〕1号）
2. 12345平台相关诉求件归并及答复截图。

综上所述，请贵单位依法调查处理，并书面回复本人。
此件请福州市12345平台督办。

投诉人：欧钗俤
联系电话：18950226656
身份证号：35012319430318001×
日期：2026年8月2日",2026-08-02 08:28:53,福州市,罗源县,"罗源县12345中心
罗源县12345中心",形式主义为基层减负,台账/留痕/数据造假,为了应付上级检查/考核/指标而增加一线无谓负担,0.9,"['12345平台', '督办不力', '信访打包']",该条目反映的是罗源县12345政务服务便民热线中心在处理诉求时存在台账留痕和数据造假的问题，即通过将多个诉求打包归并为一个信访件，导致基层工作人员在处理具体诉求时负担增加。核心根因是为应付上级检查/考核/指标而增加一线无谓负担。,建议调取罗源县12345平台相关诉求件归并及答复的详细记录，以及罗源县土地收购储备中心出具的《告知书》等材料，以核实诉求打包归并的具体情况。,该条目反映的是通过将多个诉求打包归并为一个信访件，导致基层工作人员在处理具体诉求时负担增加，属于形式主义为基层增加负担。,qwen2.5vl:7b,full,HIGH,[],2026-08-09 10:43:22.818969
FZ26080122016,关于晋安区桂香苑一座2梯加梯，康山社区协调会违规投诉书,"康山社区于组织晋安区康山路桂香苑2梯加建电梯协调会，只是走形式，并未完全通知相关反对业主到位！未把开协调会真正的意义放在工作上，纯走形式！
第一，协调会时间通知不到位！通知了104业主周一下午（8月3号周一下午4点开协调会）。社区工作人员于7月31号（周五）致电103业主说下周一开协调会（并未说具体时间），103业主回复将协调会放在小区对面的旧社区会议室开，因为妻子怀孕月份大无法走到现新社区会议室，社区工作人员回复请示领导！后面社区便再无回复！第二，相关人员时间协调不到位，低层车库业主没空，提议退迟到8月10号之后，社区也无视其答复。第三，社区致电104业主说开协调会，提到你们低层的业主不来，视为弃权！什么叫视为弃权，我们低层业主递交的反对意见书，是提交的玩的吗？这不是协调，是挑起矛盾！分明自己工作职责通知协调不到位，反将因果推给百姓！
这样是要开协调会吗？不就是赤裸裸帮高层业主走形式，无视低层业主的合理权益，社区的职责又是什么？现只要求公平公正的对待这件事！
投诉康山社区工作不规范，不认真，同高层加梯业主侵犯低层业主权益！
康山社区这样的行为，真的很不尊重人！",2026-08-01 19:25:35,福州市,晋安区,福州市晋安区岳峰镇人民政府,形式主义为基层减负,会议文件泛滥/层层陪会,为了应付上级检查/考核/指标而增加一线无谓负担,0.9,"['会议文件泛滥', '层层陪会']",该条目反映的是社区在组织协调会时存在形式主义，未充分通知相关业主，导致协调会流于形式，增加了基层工作人员的负担。关键现象是社区工作不规范，未真正重视协调会的意义，导致基层负担增加。,建议调取社区组织协调会的相关会议记录、通知记录以及业主反馈记录，以核实社区是否真正通知了相关业主并听取他们的意见。,该条目反映的是社区在组织协调会时存在形式主义，未充分通知相关业主，导致协调会流于形式，增加了基层工作人员的负担。,qwen2.5vl:7b,full,HIGH,[],2026-08-09 10:23:16.344887
QZ26080120516,该门店存在违反劳动安全卫生规定的管理制度：,"该门店存在违反劳动安全卫生规定的管理制度：
 
​
1. 全体收银员上班期间强制全程站立，不允许坐下休息，没有配备休息座椅，长时间站立容易造成下肢、腰腿职业病隐患，未提供合理劳动保护条件。
​
2. 制度一刀切规定上班期间严禁购物。认可在岗应当专心工作，但建议区分在岗工作时段与合理休息时间，避免一刀切管理、随意处罚员工。
​
3. 要求所有管理人员、后勤人员手头工作做完后必须到现场，不允许留在办公室；如该安排导致无偿加班、侵占休息时间，请一并核查。
请求劳动监察上门核查劳动条件，督促门店整改，为收银员配备休息座椅、允许客流低谷短暂休息。",2026-08-01 12:10:32,泉州市,洛江区,"洛江区12345中心
洛江区12345中心",形式主义为基层减负,层层加码/一刀切,为了应付上级检查/考核/指标而增加一线无谓负担,0.9,"['层层加码', '一刀切']",该条目反映了一家门店存在违反劳动安全卫生规定的管理制度，如强制收银员全程站立、严禁购物等，这些规定可能为了应付上级检查而增加了基层员工的负担。,建议调取该门店的管理制度文件、员工工作日志、劳动监察部门的检查记录等，以核实是否存在为了应付上级检查而增加一线无谓负担的情况。,该条目反映了门店为了应付上级检查而采取了强制性规定，增加了基层员工的负担，符合核心判断逻辑。,qwen2.5vl:7b,full,HIGH,[],2026-08-09 10:27:45.575175
FZ26080623495,对福建水投福清水务地下暗漏产生高额水费处理方案的异议，申请水费减免,"本人对福建水投集团福清水务的高额水费处理方案提出正式异议。
本人住址：【福清市龙江街道松潭村大埕北125号】。电话号码：15880181223
家中存在一宅双表，两块水表仅标注姓名，无对应户号刻印公示，造成账户长期混淆，本人无法正常查询账单、对账。水务智能远传系统监测到我户用水量长期异常暴涨，仅发送模板短信，电话一次未接通就终止预警，从未上门核查、回访提醒，未尽供水企业异常排查与风险告知义务，导致地下管线漏水持续数月，欠费不断累积。

2026年4月26日本人发现水表空转，主动向水务报修；工作人员更换止回阀之后依旧空转，才告知是地下预埋管线发生暗漏。该漏点属于地下隐蔽管线，普通居民没有专业设备，无法自行排查。我方发现异常第一时间报修，查出欠费后立刻开挖抢修止损，已履行用户全部应尽义务。

本次纠纷根源：水务水表台账管理混乱、水表缺少户号公示、用水异常预警机制缺位。

正式诉求：恳请福清市住建局（供水行业主管部门）介入督办，依法对地下预埋暗漏产生的超额高额水费予以合理减免调整；同时督促企业规范水表户号标注，完善用水异常预警回访机制。",2026-08-06 23:52:45,福州市,福清市,福建水投集团福清水务有限公司,形式主义为基层减负,台账/留痕/数据造假,为了应付上级检查/考核/指标而增加一线无谓负担,0.8,"['台账管理混乱', '用水异常预警机制缺位']",该条目反映水务公司存在台账管理混乱、水表缺少户号公示、用水异常预警机制缺位等问题，这些现象可能为了应付上级检查而增加了基层一线的负担。,建议调取水务公司的台账记录、用水异常预警系统的数据记录，以及与水务公司工作人员的谈话记录，以核实是否存在台账管理混乱和预警机制缺位的问题。,该条目反映的问题与基层减负相关，主要涉及台账管理混乱和用水异常预警机制缺位，这些现象可能为了应付上级检查而增加了基层一线的负担。,qwen2.5vl:7b,full,HIGH,[],2026-08-09 11:36:38.090306
FZ26080621307,江南水都悦湖小区物业,"诉求对象：江南水都悦湖小区物业服务企业
反映问题：小区物业设备处置野蛮、存在安全隐患；电梯故障推诿甩锅，运维管理缺位，对待业主诉求消极拖延，具体情况如下：
1.	人行通道标识立柱（门禁设备底座）野蛮施工改造，存在人身安全隐患，破坏小区环境美观
小区内人行、非机动车指示标识立柱原先设备底座松动、出现摇晃问题。物业维修人员未采用规范维修方案，直接就地浇灌水泥做成棱角分明外露的长方体水泥基座，还外加白色泡沫箱来定型。
该基座凸出于人行步道地面，棱角尖锐，老人、小孩通行极易绊倒磕碰受伤，存在较大人身安全风险；同时水泥基座外观粗糙，严重破坏商品房小区公共区域整体环境美观。要求物业拆除该违规水泥基座，按照设备原有工艺规范整改修复，消除地面绊倒安全隐患，恢复公共区域原貌。
2.	电梯故障问题推诿甩锅，不履行设备排查运维主体责任
今年 7 月份，多名业主反馈 2 号楼客梯、货梯频繁出现同时上行至同一楼层的异常故障。近期经常出现电梯门关不上，物业非但不排查电梯设备本身问题，反而主观归咎于业主乱按电梯按键，将设备故障责任推给业主。后续由业主自行联系电梯厂家上门核实，厂家确认电梯确实存在设备层面故障，厂家总部远程调试处理之后电梯才逐步恢复正常。物业作为小区电梯日常管理责任方，没有履行故障排查、对接维保单位处置的工作职责，出现问题推卸责任。本小区其它楼栋的业主都不时在群里反馈电梯其它故障。
3.	物业整体运维管理能力不足，对待业主诉求消极应付，遇事能推则推、能拖则拖
针对小区公共设施、设备出现的各类问题，物业专业能力不足，处置方式简单粗暴；面对业主反馈的各类问题不主动核实处理，习惯推诿拖延，没有履行商品房物业服务应尽的管理义务。
诉求：
①请主管部门督促物业立即整改标识立柱水泥基座安全隐患，规范施工恢复原状；
②对 2 号楼电梯故障处置失职问题进行核查，要求物业落实电梯日常巡检维保责任，建立故障响应处置机制；
③督促物业转变工作作风，正视业主合理诉求，对小区公共设施规范化管理，提升物业服务水平，并将处理结果反馈本人。

12345 都是直接下派江南水都社区，社区只有调解协调权，没有执法处罚权，只能沟通劝说物业，后边就是“不了了之”。
请求区级职能部门主办，请区住建局物业科、区安委办直接核查执法，不要转派社区做一般性协调，晋江鞋厂火灾事件，正值全省安全生产大排查整治阶段，请求专项督查督促落实安全排查。",2026-08-06 11:59:37,福州市,仓山区,福州市仓山区人民政府上渡街道办事处,形式主义为基层减负,台账/留痕/数据造假,为了应付上级检查/考核/指标而增加一线无谓负担,0.8,"['台账留痕', '数据造假']",该条目反映的是小区物业在处理电梯故障和标识立柱问题时，存在推诿和拖延现象，可能是因为为了应付上级检查而增加了基层的负担。物业没有履行设备排查运维主体责任，导致问题得不到及时解决，增加了业主的不满。,建议调取物业日常管理记录、业主反馈记录、电梯故障维修记录等，以核实物业是否在处理问题时存在推诿和拖延现象。,该条目反映了物业在处理问题时存在推诿和拖延现象，可能是因为为了应付上级检查而增加了基层的负担。,qwen2.5vl:7b,full,HIGH,[],2026-08-09 11:39:43.977574
QZ26080620394,投诉：南安市洪濑镇政府处理围墙存在事实认定错误、敷衍处置M,诉求者来电反映原工单QZ26060324085，部门已答复，现存在问题未解决：1、部门未给予实际性的办理结果，形式上敷衍；2、至今部门未有效理解诉求者的诉求，至今未给予处理结果，3.一次办好、两次办结、三次督办，多次反映至今未启动督办流程，故来电投诉，要求泉州12345尽快答复。一直以第一次的答复结果作为回复、答非所问、投诉流于形式，诉求者表示是邻居先侵占土地，部门未核实土地地界权属、混淆合法自建。诉求者怀疑邻居有给相关人员送礼，为何没有公平公正处理，未核实土地的界限权属问题，未听取诉求者方陈诉，存在单方面执法，违规执法问题。现要求恢复围墙、提级督办。望部门核实处理。,2026-08-06 10:24:32,泉州市,南安市,"南安市12345中心
南安市12345中心",形式主义为基层减负,台账留痕迎检,为了应付上级检查/考核/指标而增加一线无谓负担,0.8,"['土地纠纷', '敷衍处理', '多次反映']",该条目反映的是诉求者多次反映土地纠纷问题，但相关部门未给予实际性的办理结果，存在形式上敷衍的情况。这可能是因为为了应付上级检查/考核/指标而增加了基层的无谓负担。,建议调取相关部门的执法记录、现场照片、相关法律法规文件等，以核实土地纠纷的具体情况和处理过程。,该条目反映的是诉求者多次反映土地纠纷问题，但相关部门未给予实际性的办理结果，存在形式上敷衍的情况，符合为了应付上级检查/考核/指标而增加一线无谓负担的判断标准。,qwen2.5vl:7b,full,HIGH,[],2026-08-09 11:44:30.679938
FJ26080620065,关于孤独症初筛任务数虚高、强行赶进度的反映,"内容：
近日收到关于孤独症儿童初筛工作的通知，要求以2025年妇幼健康年报7岁以下儿童数作为2026年“0-6岁儿童预估数”依据，并要求各乡镇于9月份完成初筛任务数100%。现结合基层实际，反映以下问题：

一、任务基数与实际应筛人群严重不符
通知要求采用2025年妇幼年报7岁以下儿童数，而孤独症初筛对象为2020年1月1日及以后出生的儿童。将2019年出生儿童要去除，近年来出生人口呈下降趋势，去除2019年出生人数后，实际可筛儿童明显少于往年。以2025年年报数直接作为2026年初筛任务基数，导致任务数虚高，脱离实际人数，市单位是否在暗示基层工作者要作假？是否与“应筛尽筛”的真实范围脱节？市单位能否走出办公室，看看实际情况？市单位的依旧是什么？

二、强制9月完成100%任务与儿童年龄不符
通知要求9月底前完成全部初筛。但10月、11月、12月出生的儿童，目前尚未满本次体检周岁年龄。若为完成报表而提前纳入并完成初筛，既不符合年龄要求，也容易造成数据失真。市单位是否存在只赶进度，暗示提前操作，最终报表“完美”，实际工作却偏离规范的情况？

三、工作导向问题
当前安排更像是优先保证报表数据“完整、漂亮”，而非立足实际便民、科学推进。任务基数脱离真实应筛人群，完成时限又要求对未满年龄儿童提前操作，基层只能在“完成任务”和“规范执行”之间两难。这种做法增加基层压力，也影响数据真实性和后续追访质量。

建议：
1.重新核实并调整任务基数，按2020年1月1日及以后出生、且达到应筛年龄的实际儿童数下达任务；
2.完成时限与儿童实际达到筛查年龄相匹配，避免为报表而提前操作；
3.给予合理工作节奏，确保质量而非单纯追求完成率。",2026-08-06 09:38:21,泉州市,,泉州市卫生健康委员会,形式主义为基层减负,台账留痕迎检,为了应付上级检查/考核/指标而增加一线无谓负担,0.8,"['孤独症初筛任务数虚高', '强制赶进度', '工作导向问题']",该条目反映的是孤独症初筛任务数虚高、强制赶进度的问题，核心在于为了应付上级检查/考核/指标而增加一线无谓负担。基层工作者需要在短时间内完成大量初筛任务，导致工作压力增大，且任务基数与实际应筛人群不符，影响数据真实性和后续追访质量。,建议调取任务分配文件、基层工作者访谈记录、初筛工作记录等材料，以核实任务数虚高和强制赶进度的情况。,该条目反映的是为了应付上级检查/考核/指标而增加一线无谓负担的问题，核心在于任务数虚高和强制赶进度。,qwen2.5vl:7b,full,HIGH,[],2026-08-09 11:46:32.680162
XM26080620069,关于中交国贸鹭原小区业委会选聘第三方宣传和组织不到位，屏蔽部分楼栋业主的投诉,我先前投诉过中交国贸鹭原小区业委会选聘第三方服务机构程序、方案，费用24000元由新签订物业公司支付等多项违规操作行为后，就在8月5日晚上，业委会召开公开选聘第三方服务机构会议，仅在交房前的临时业主大群通知，没有在各栋正式业主大群通知，导致包括我和很多业主不知道此会议。我到这个时间8月6日凌晨两点了，还是睡不着，业委会搞形式主义，拉帮结派，把一部分业主置身事外，影响邻里关系，违抗了国家提倡的建设和谐社会的宗旨，此会议相当重要，应该全面公开，通知到每栋楼，每个业主，让每个业主能身为主人翁精神，投入到小区的每一件事情，每一个环节。业委会多次做为很令人寒心，望能改之。我特以此事投诉，望政府部门重视，感谢党和政府的支持！,2026-08-06 02:06:27,厦门市,集美区,厦门市集美区人民政府杏林街道办事处,形式主义为基层减负,评比创建证明借调,为了应付上级检查/考核/指标而增加一线无谓负担,0.8,"['小区自治', '投诉', '形式主义']",该条目反映小区业委会召开公开选聘第三方服务机构会议时，仅在交房前的临时业主大群通知，未通知到所有业主，导致部分业主不知情。这反映了为了应付上级检查而增加基层负担的现象。,建议调取业委会会议记录、业主大群通知记录、业主反馈记录等材料，以核实是否存在形式主义行为。,该条目反映了为了应付上级检查而增加基层负担的现象，属于评比创建证明借调类型。,qwen2.5vl:7b,full,HIGH,[],2026-08-09 11:35:14.406555
FJ26080520164,多户民众向12345投诉肖玉树违规占地确无人跟进处理，明明违规占地相关政府人员不处理，涵江12345工作人员不明确事实真相，次次退回诉求以同样话术回复,请涵江12345继续传达相关问题，你不传达下去，相关部门如何解决，而不是推脱给纪检单位。 1、肖玉树户2023年5月违规搭建围墙投诉至今无人处理，该围墙位署及周边，以前为我户及其他村民旧厕所位置。去年向村委寻求帮助时，村里解释九几年“厕改”时上述位置已收归国有，并明确说明肖玉树户未有报批手续，即肖玉树搭建围墙行为违法，请相关部门依法拆除，相关部门也明确回复说，涉及利益帮忙解决，结果上一条这么说，下一条回复又是推卸责任，请相关部门履行职责。 2、投诉跟进此项工作的政府相关人员，该投诉未办结，已被无故关闭540次投诉通道，未完成的诉求就按完成结案。 3、多户乡民向12345投诉肖玉树违规占地，你们确至今都是不处理。,2026-08-05 16:59:54,莆田市,涵江区,"涵江区12345中心
涵江区12345中心",形式主义为基层减负,层层加码/一刀切,为了应付上级检查/考核/指标而增加一线无谓负担,0.8,"['层层加码', '一刀切']",该条目反映的是违规占地问题，诉求内容涉及政府工作人员未及时处理违规占地问题，且多次被无故关闭投诉通道。这可能是因为基层工作人员在应付上级检查/考核/指标时增加了无谓负担，导致问题未能及时解决。,建议调取政府工作人员的考核记录、上级检查/考核/指标的相关文件、投诉处理记录等材料，以核实是否存在为了应付上级检查/考核/指标而增加一线无谓负担的情况。,诉求内容涉及政府工作人员未及时处理违规占地问题，且多次被无故关闭投诉通道，可能是因为基层工作人员在应付上级检查/考核/指标时增加了无谓负担。,qwen2.5vl:7b,full,HIGH,[],2026-08-09 11:23:03.869361
